JPM BAC WFC GS MS C SCHW BLK SPGI AXP JNJ PFE MRK ABBV UNH LLY TMO ABT BMY CVS XOM CVX COP SLB OXY KO PG PEP WMT HD MCD NKE DIS COST LOW BA CAT GE HON UPS RTX LMT MMM DE V MA IBM ORCL CSCO T VZ
298.62 48.45 84.32 728.98 143.01 96.07 97.06 1123.28 506.10 311.61 168.30 24.79 84.71 190.28 281.06 812.69 478.32 126.54 48.43 60.70 110.40 154.84 94.95 35.47 44.71 69.17 158.30 143.45 97.47 375.34 298.47 76.27 121.47 935.48 226.80 233.06 433.75 271.59 221.65 103.56 156.88 421.17 151.27 517.38 357.04 568.22 259.72 245.12 68.69 28.00 43.08
298.28 48.23 83.07 723.65 142.56 95.55 97.91 1117.82 501.81 310.74 166.22 24.31 84.06 188.52 282.12 808.11 484.96 126.35 47.51 59.64 111.44 156.28 97.02 36.00 45.55 68.09 157.11 141.57 97.61 377.23 299.22 79.24 120.37 933.99 229.99 236.41 432.94 270.61 222.49 101.58 156.07 421.34 152.05 510.55 355.47 568.28 263.21 247.71 67.92 27.60 42.36
297.04 47.95 82.65 731.98 143.56 94.48 97.91 1121.53 502.17 308.54 168.11 24.30 82.63 191.22 261.07 762.95 482.16 128.01 46.86 60.00 112.88 157.03 97.99 35.63 45.46 69.38 156.61 143.89 98.33 377.34 302.67 78.33 119.91 934.57 230.04 226.08 430.05 270.31 219.16 90.84 157.12 420.13 151.79 512.50 351.29 563.32 262.41 249.98 67.96 27.41 42.71
299.63 47.96 81.78 730.75 144.94 95.81 98.57 1114.65 500.79 303.41 167.26 23.81 81.75 189.31 266.04 760.08 477.28 128.55 45.98 62.30 111.90 153.56 96.67 34.17 44.41 68.75 152.88 142.86 97.59 372.08 303.61 76.68 119.54 927.51 227.43 225.84 434.12 273.55 219.60 87.18 158.40 418.68 146.62 507.87 350.91 559.11 260.26 250.60 68.28 27.50 42.60
296.24 47.27 80.63 723.59 142.46 93.70 97.73 1106.01 521.38 299.31 164.74 23.29 78.12 189.02 249.56 740.07 467.68 126.19 43.31 62.10 111.64 151.64 95.34 33.80 43.94 67.89 150.47 137.92 97.98 367.51 300.07 74.69 119.11 939.64 223.57 221.84 438.02 271.08 219.79 86.16 157.57 420.98 149.22 524.37 345.47 566.47 253.15 253.77 68.08 27.41 42.76
289.37 45.66 77.78 709.57 139.09 91.83 95.53 1091.80 516.23 294.27 167.33 23.49 79.29 195.22 237.77 762.33 463.04 127.29 44.23 62.47 109.64 151.40 92.76 33.05 43.41 68.86 150.65 139.28 98.49 373.66 302.89 74.62 116.59 952.52 226.40 221.90 428.69 269.38 215.20 84.50 156.81 421.01 144.41 500.98 339.35 559.89 250.05 244.42 67.11 27.75 42.88
294.26 45.85 77.58 726.03 141.36 92.08 97.10 1116.06 532.66 298.59 171.04 23.53 79.86 197.19 240.98 769.00 466.57 129.93 45.40 61.45 107.37 151.04 92.85 32.88 42.86 68.96 150.76 139.56 99.59 380.82 304.23 74.82 119.35 955.37 233.81 222.34 433.70 276.23 218.24 85.02 157.38 423.70 147.87 510.56 342.15 569.81 251.98 252.53 68.49 27.68 42.95
291.37 45.56 77.96 720.91 140.46 91.52 96.44 1109.64 532.66 296.64 170.74 24.75 80.79 198.55 251.00 765.95 466.42 130.69 45.85 63.42 107.24 153.04 93.20 33.50 43.08 69.05 150.51 139.45 99.31 385.41 298.77 74.38 118.32 943.63 237.46 224.86 434.23 272.12 218.51 86.78 156.33 428.24 150.09 508.58 337.43 566.04 250.67 255.67 67.52 27.77 42.67
291.35 45.42 77.61 724.74 141.30 92.23 96.71 1120.54 532.22 295.54 170.59 23.93 79.44 196.30 245.78 746.37 448.94 130.93 44.82 63.52 106.51 152.78 93.11 32.86 42.54 69.51 152.86 140.80 103.36 386.80 307.66 75.48 115.17 968.56 238.29 225.04 427.72 272.28 216.70 86.25 155.75 434.85 150.82 509.64 339.74 569.13 252.28 256.43 69.21 27.49 42.35
286.94 44.92 77.05 719.74 140.92 91.23 95.99 1112.83 528.98 294.73 171.53 24.23 80.37 198.86 244.67 640.86 454.74 132.06 45.36 63.58 105.95 153.16 92.60 32.79 43.59 70.43 153.49 143.92 103.12 386.17 307.91 74.35 112.88 977.45 238.56 227.33 417.12 272.02 214.08 86.49 155.76 430.75 151.74 506.64 332.09 561.22 250.16 249.39 69.90 28.06 42.95
288.76 46.01 77.85 721.27 143.18 92.73 97.08 1124.97 526.84 297.43 173.33 24.58 80.69 198.05 250.89 625.65 460.72 134.28 45.95 65.54 106.80 155.01 93.91 32.87 44.32 70.34 153.51 145.21 103.73 387.85 305.45 74.19 112.43 980.98 241.15 229.12 416.52 275.01 213.82 86.67 154.86 425.63 153.30 510.37 336.78 574.32 242.27 250.05 71.79 28.08 43.15
289.56 46.16 77.59 719.24 143.88 92.31 97.63 1127.93 525.90 296.23 173.82 24.58 80.03 198.64 252.37 635.22 462.39 131.36 45.93 64.88 105.83 153.45 93.53 32.37 43.71 70.75 154.98 144.87 103.93 387.53 304.36 74.02 112.55 988.74 239.85 225.96 408.54 275.20 213.95 86.31 154.80 426.26 155.31 506.98 335.90 573.59 236.30 252.68 70.67 28.14 43.18
292.85 47.50 79.48 743.38 147.29 95.74 98.69 1159.61 528.91 303.21 172.78 24.65 80.30 198.64 261.57 639.43 477.41 131.02 46.55 65.51 106.13 154.44 94.59 32.94 44.15 70.71 155.09 146.87 103.62 396.00 301.64 74.90 113.72 991.25 244.87 232.61 412.71 279.63 214.51 87.43 155.49 431.56 157.85 505.85 336.74 574.18 234.77 253.86 71.38 28.48 43.25
290.53 47.24 77.89 744.69 147.76 94.65 95.59 1160.03 532.24 306.87 174.42 25.16 82.71 201.47 271.81 660.49 484.79 129.40 47.85 65.90 107.60 155.87 95.88 33.55 44.75 70.46 155.41 149.35 100.99 407.18 305.07 77.20 116.64 978.85 256.33 233.37 413.70 268.86 217.21 88.18 155.71 442.57 160.20 513.54 342.55 577.90 240.07 244.18 70.40 28.40 43.71
294.16 47.71 79.41 747.20 148.51 95.46 97.78 1160.16 533.73 307.73 174.72 25.11 82.76 204.68 271.49 684.43 485.04 129.28 47.81 66.73 107.38 155.16 95.65 33.22 44.77 69.55 153.74 148.62 100.85 400.32 308.95 76.39 116.31 975.39 253.05 233.19 417.50 269.70 215.68 88.55 155.08 437.32 156.65 478.84 345.49 583.76 237.11 244.96 69.30 28.75 43.50
290.49 46.94 77.10 730.72 144.63 93.69 96.11 1135.01 526.46 305.47 176.64 25.14 84.21 206.69 304.01 701.23 489.01 131.75 48.44 68.60 106.49 156.55 95.33 32.99 44.61 69.92 154.36 150.40 100.00 399.38 308.93 76.97 115.39 972.04 252.06 235.26 407.79 267.85 214.27 88.48 154.09 437.56 152.39 488.80 344.47 581.70 239.72 248.28 66.20 28.87 44.24
291.53 47.92 77.44 730.96 144.78 94.22 96.17 1136.12 521.49 307.05 176.25 25.07 84.22 206.57 308.49 698.05 487.54 130.27 48.19 70.17 106.72 155.32 94.00 33.30 44.21 69.13 155.72 149.55 100.70 394.70 308.70 77.43 116.55 979.35 250.89 232.41 412.64 268.45 213.91 86.51 155.50 440.64 152.86 491.13 342.74 584.14 239.45 249.07 66.95 28.92 44.39
290.66 48.08 77.53 721.38 144.07 93.74 95.76 1128.47 524.53 306.10 177.80 25.32 84.93 206.19 304.24 703.21 498.29 131.25 48.34 70.97 107.42 152.00 93.76 33.34 43.96 70.13 158.40 152.16 101.29 407.20 310.93 76.88 116.27 980.85 256.36 225.00 416.09 265.93 214.24 87.80 153.66 441.10 154.34 489.44 342.45 585.51 241.28 234.62 66.76 28.98 44.94
292.24 48.35 78.16 720.68 144.12 93.17 95.51 1128.46 526.99 308.40 178.84 25.38 84.66 209.15 299.84 705.44 494.81 132.44 48.26 70.82 108.53 153.22 94.89 33.36 44.27 70.70 159.51 150.73 102.57 401.74 313.08 76.26 117.04 994.57 257.14 225.62 420.59 266.44 214.50 86.94 156.59 446.00 154.75 492.72 343.93 592.68 242.55 235.06 67.11 29.28 45.06
291.47 48.26 77.83 715.95 144.04 92.59 95.82 1124.75 522.65 308.17 178.93 25.74 86.08 209.50 303.35 709.82 483.76 132.00 48.43 71.43 109.23 155.55 94.78 33.81 44.56 70.66 158.73 148.98 97.96 397.70 313.22 76.18 116.21 969.68 255.65 224.46 417.89 268.71 214.91 86.15 156.32 447.20 154.38 486.76 343.69 591.92 239.40 233.16 67.02 29.44 45.03
296.24 49.48 79.10 741.89 148.02 95.26 95.83 1148.17 526.64 319.16 179.29 25.88 87.37 210.60 307.42 711.68 499.99 132.59 47.92 71.30 111.28 158.18 96.78 35.61 45.83 70.13 158.67 149.64 96.83 412.79 314.07 78.38 118.86 958.54 263.73 230.12 435.67 266.53 220.26 88.82 156.24 446.20 158.72 495.99 350.04 598.96 242.09 236.37 67.32 28.77 44.44
294.90 49.48 80.19 738.79 147.65 95.00 96.19 1137.10 521.94 315.80 178.41 25.14 85.31 207.55 304.86 695.33 490.75 131.87 47.14 71.21 111.74 158.20 98.18 35.65 46.40 68.93 156.15 148.20 96.07 408.90 313.44 79.17 117.71 941.58 258.87 226.87 432.30 266.61 218.07 87.74 156.27 447.72 155.85 487.90 348.82 593.21 239.43 235.41 67.14 28.74 44.23
298.57 50.25 81.51 748.95 148.97 95.72 97.24 1139.80 522.54 320.60 176.49 24.92 84.99 208.36 300.43 736.03 488.48 131.59 47.21 71.55 111.49 157.36 97.05 35.32 46.04 68.73 155.97 147.00 96.05 407.54 312.94 78.65 117.65 941.34 258.33 234.83 431.26 273.94 219.99 87.46 159.57 455.46 156.57 487.76 351.18 591.61 242.63 234.21 68.39 28.56 43.96
299.28 50.38 82.50 749.67 149.38 96.87 96.87 1131.63 520.22 322.46 176.79 25.07 84.07 208.06 303.88 734.17 488.12 131.46 47.63 71.93 112.75 159.24 97.90 35.98 46.87 68.83 156.96 147.64 96.08 408.24 311.43 78.06 118.09 949.52 258.67 235.62 432.67 273.35 218.70 87.86 159.84 454.47 156.53 493.08 350.35 590.66 244.84 235.81 68.44 29.06 44.27
301.07 50.49 81.98 751.22 150.18 96.82 97.09 1130.48 518.02 326.99 175.45 24.60 83.21 207.92 302.29 731.96 489.74 131.37 46.88 72.14 113.35 159.32 98.45 36.48 47.51 68.36 155.65 146.98 96.11 407.45 312.22 77.92 117.64 944.96 257.54 236.16 434.91 276.00 218.80 87.27 160.66 456.18 157.56 491.44 349.86 590.48 245.73 240.32 69.43 28.94 43.93
301.42 50.74 82.18 745.25 150.48 96.57 95.84 1127.14 518.86 331.28 177.17 24.76 84.12 210.40 309.87 732.58 492.72 132.66 47.18 73.15 114.29 160.60 98.97 36.84 47.61 68.99 157.04 148.65 96.98 406.77 313.54 77.37 118.38 943.32 258.06 234.68 419.04 275.20 216.97 87.44 158.60 455.63 155.53 478.64 351.78 595.29 243.49 226.13 69.09 29.29 44.23
299.70 50.42 81.78 730.85 148.85 94.78 96.12 1114.77 510.54 331.18 178.06 24.98 85.48 211.92 308.80 735.19 487.53 131.46 47.41 74.09 114.69 161.83 98.99 35.90 48.05 69.06 157.99 150.28 97.85 406.31 315.76 74.29 118.27 938.82 258.74 237.38 416.05 275.39 215.09 85.23 158.01 452.50 154.27 476.78 350.07 591.87 241.50 225.30 67.80 29.08 43.80
299.51 50.06 80.51 730.56 148.53 95.03 96.22 1099.49 510.16 323.71 178.00 24.79 84.18 211.86 307.88 737.83 484.55 132.18 47.50 73.32 111.91 158.06 94.65 35.00 46.30 68.99 158.17 148.64 99.44 407.71 316.39 74.74 117.38 949.78 260.68 232.38 415.12 275.93 211.53 85.29 158.11 449.06 152.00 469.52 350.87 593.28 244.10 223.45 67.67 29.04 43.74
303.82 50.62 81.83 748.90 150.53 97.08 97.63 1108.76 511.13 330.65 178.76 24.54 84.05 213.00 310.38 742.91 489.49 132.81 46.69 73.69 112.40 157.69 95.77 36.01 46.61 68.25 159.19 146.89 100.93 411.69 316.99 75.35 118.81 955.90 264.57 230.75 420.22 282.27 212.68 84.48 158.68 456.85 155.52 474.90 350.99 595.64 247.18 223.00 67.99 29.58 44.18
294.38 49.77 78.96 738.21 148.09 95.40 92.05 1099.15 509.04 326.22 178.43 24.88 84.71 212.56 315.39 727.21 492.60 132.94 47.14 73.78 109.23 153.66 92.95 35.82 45.91 67.96 160.02 146.39 100.51 418.95 314.38 73.91 117.91 963.48 269.97 229.61 423.08 279.23 211.78 85.04 157.52 463.90 155.30 473.26 343.22 584.22 248.53 232.80 66.90 29.59 44.38
292.91 49.46 79.14 741.85 148.79 95.87 93.45 1104.92 516.43 325.41 178.13 24.55 84.09 209.79 320.25 738.64 487.65 132.20 46.72 70.26 109.85 154.00 91.40 35.78 45.38 67.43 159.01 141.71 102.28 419.94 312.80 74.15 118.84 971.85 273.02 230.95 422.78 276.05 212.27 84.32 154.22 459.11 154.00 481.51 342.30 586.60 256.09 238.48 66.88 28.90 43.32
297.85 50.29 80.76 763.92 152.22 97.34 93.67 1105.67 518.17 324.34 176.96 24.71 84.61 210.42 347.92 750.61 482.41 131.95 47.23 71.75 110.65 154.85 91.86 35.78 45.14 67.86 159.46 143.10 102.29 415.34 312.52 73.60 117.37 979.25 269.03 229.52 418.09 276.24 211.73 84.40 151.75 457.06 153.08 475.60 343.99 584.00 259.11 241.51 67.34 29.42 43.57
300.54 50.13 80.30 769.58 154.12 97.17 92.24 1102.89 510.78 323.35 175.79 24.57 84.03 211.64 346.78 754.62 476.54 129.36 47.15 73.97 112.50 157.79 94.32 36.16 46.31 67.82 157.35 142.66 100.41 413.23 305.94 74.25 115.79 956.29 266.55 227.52 422.91 283.41 209.26 83.85 155.00 463.87 153.57 471.35 338.12 579.38 256.88 328.33 68.13 29.20 43.49
305.56 50.75 81.25 784.73 156.48 98.82 93.94 1134.18 521.17 329.32 178.50 24.86 85.15 220.22 353.61 756.28 491.41 132.65 47.54 74.67 112.14 158.25 94.13 36.03 46.02 67.62 158.63 144.23 102.65 423.42 308.43 74.33 117.08 964.32 272.40 219.99 431.38 281.56 212.83 84.65 157.65 470.73 159.47 476.46 343.49 588.73 257.01 307.86 67.69 29.49 44.14
306.91 50.58 81.46 780.06 156.39 99.44 93.54 1123.41 514.88 325.31 178.06 23.87 82.81 218.34 352.51 755.39 479.46 133.73 46.20 74.98 112.16 157.11 92.43 35.57 45.67 67.01 157.90 143.53 103.49 422.69 305.40 73.00 115.96 967.90 271.83 215.94 431.52 281.69 209.02 84.35 155.85 471.31 157.87 470.51 339.43 580.41 253.44 292.18 66.53 29.57 43.97
308.90 50.59 81.41 786.76 156.64 99.79 92.10 1115.11 514.65 327.26 177.40 23.97 81.02 217.61 347.89 748.19 474.46 131.33 46.35 73.46 112.35 157.31 92.33 34.77 45.47 66.21 156.83 140.64 103.69 422.71 302.07 73.03 115.62 960.10 272.09 215.75 435.94 286.78 209.30 84.02 158.37 473.25 156.66 469.11 339.05 582.96 256.24 302.14 67.02 29.62 43.87
309.19 50.66 81.39 785.53 155.81 100.64 91.03 1118.89 512.10 327.04 176.46 23.90 81.09 216.26 339.78 764.71 480.74 132.76 46.34 73.48 114.68 159.54 94.54 35.24 47.76 66.24 158.05 140.03 103.42 421.45 303.29 72.75 115.23 952.07 270.52 215.02 440.67 292.97 208.52 85.20 158.58 474.32 156.50 468.70 340.03 586.42 257.52 306.65 66.93 29.33 43.74
311.75 51.40 82.48 794.22 157.41 101.76 92.09 1131.78 514.76 336.00 177.20 24.05 81.14 220.81 341.61 760.13 472.64 134.17 46.15 74.00 115.29 160.09 93.82 34.79 47.19 67.04 160.33 141.23 104.27 417.00 304.97 72.31 116.10 963.03 267.95 214.63 450.66 289.50 209.24 84.18 158.31 473.12 155.16 469.12 346.20 598.63 259.08 301.41 67.72 29.54 44.21
313.23 52.13 83.50 804.31 159.24 102.41 93.28 1137.13 480.42 341.67 174.16 24.15 81.53 221.99 334.82 762.93 481.10 134.57 45.60 74.42 113.93 158.84 93.48 34.74 47.36 66.46 157.32 140.73 103.60 417.48 301.14 72.10 114.86 952.36 267.57 215.66 466.96 297.09 207.78 85.05 158.19 473.62 155.40 476.12 338.18 586.05 265.00 296.62 68.68 29.20 43.67
314.78 52.25 84.64 805.00 159.91 102.68 94.33 1142.85 479.81 341.12 176.19 24.03 81.51 222.47 336.69 751.99 479.58 136.04 45.02 74.92 112.82 156.21 91.92 34.43 46.10 66.43 156.04 141.76 102.33 415.69 302.38 70.89 113.76 951.16 265.20 215.65 466.54 301.14 206.96 84.06 158.24 472.94 156.60 469.63 341.61 584.16 266.40 308.66 68.21 29.01 43.48
312.44 51.92 85.16 805.56 160.71 103.49 94.43 1136.21 478.31 340.98 174.21 24.04 80.40 222.59 341.30 754.95 474.99 136.62 44.98 75.13 112.02 156.05 92.01 33.92 45.76 66.21 153.07 141.03 102.82 412.00 302.99 71.28 112.56 943.26 260.39 212.09 472.10 301.02 206.59 84.23 159.43 480.39 153.86 469.03 344.36 584.49 271.37 328.15 67.75 28.92 43.16
312.74 51.70 84.37 806.32 160.76 103.00 93.91 1131.75 469.97 341.47 176.58 24.13 79.96 222.61 347.69 746.98 469.75 135.89 44.91 76.50 113.95 157.42 93.47 34.49 46.42 66.71 152.50 141.90 102.52 410.91 303.19 70.93 112.25 943.60 259.81 216.34 471.26 305.63 206.90 84.41 160.54 486.67 156.29 471.67 338.70 569.97 272.24 313.83 67.54 28.79 43.35
313.42 51.70 84.11 792.43 157.88 101.65 92.37 1127.98 464.28 340.48 176.69 24.09 79.67 219.99 351.81 741.85 468.00 133.89 44.16 76.38 114.56 159.18 95.63 34.61 46.89 66.45 152.42 142.17 102.73 409.77 304.33 71.22 113.43 945.27 257.33 215.10 469.79 300.30 206.20 83.90 161.38 486.25 154.60 468.94 338.68 568.81 267.53 308.46 67.32 28.32 43.18
313.45 51.85 84.32 794.76 158.95 102.11 94.78 1147.29 458.79 340.18 177.73 23.60 77.60 218.54 345.56 714.59 459.22 133.31 43.41 74.61 115.59 160.72 96.81 34.59 46.99 65.98 152.15 139.92 103.05 407.45 302.30 69.24 112.99 943.31 255.53 213.53 463.72 297.18 205.31 82.58 160.51 484.34 153.03 466.70 334.93 567.30 281.44 291.33 67.85 28.30 43.35
316.06 52.21 85.01 802.51 160.11 103.42 95.46 1156.45 460.91 341.68 179.71 23.76 78.56 220.61 344.08 724.54 464.24 133.55 44.12 75.77 117.22 160.16 98.48 35.52 47.47 65.67 152.50 140.44 103.16 410.09 305.24 69.31 113.47 915.95 257.12 221.26 465.76 294.98 205.79 83.72 163.35 487.44 152.81 463.99 337.37 565.13 284.31 283.46 67.22 28.31 43.61
315.69 52.42 84.65 804.12 161.16 103.16 96.89 1175.56 464.84 342.31 181.62 23.85 78.58 223.16 345.18 726.51 462.04 133.11 44.15 75.57 114.22 156.10 95.85 35.11 48.10 66.04 153.53 140.17 103.08 406.80 302.99 69.55 114.78 916.87 253.32 217.08 471.61 293.63 206.87 84.50 163.63 491.98 154.08 465.49 340.16 568.14 279.80 282.76 67.72 28.07 43.25
315.43 51.59 83.82 796.35 158.96 101.50 95.47 1165.87 460.46 332.16 185.42 25.48 83.93 231.54 345.30 763.00 485.02 133.94 45.10 75.39 112.75 155.29 94.59 34.37 47.25 66.32 153.65 140.44 103.06 405.19 303.89 69.73 114.50 925.63 251.31 215.83 477.15 300.82 208.07 83.53 167.33 499.21 155.18 457.26 341.38 568.81 282.16 281.24 68.42 28.24 43.95
310.71 50.68 80.87 785.51 156.89 98.71 92.25 1141.07 455.70 328.56 186.05 27.21 90.13 244.38 348.30 825.42 530.73 133.47 47.43 76.87 111.99 154.58 95.46 35.09 47.72 66.78 153.18 143.14 101.96 397.02 300.52 74.20 112.95 917.34 247.99 215.20 480.82 300.88 207.76 84.38 167.20 499.00 156.00 451.73 347.83 573.77 286.49 289.01 68.75 27.55 43.83
307.55 50.48 80.50 779.38 155.30 97.34 92.70 1160.54 450.93 330.48 185.98 27.08 89.51 236.56 353.72 819.85 524.96 132.99 45.73 77.45 111.29 153.37 93.38 34.11 44.23 66.10 152.05 142.31 101.70 395.01 299.88 74.57 112.14 916.77 247.33 217.43 490.57 299.45 208.58 85.57 166.63 499.36 158.80 461.82 345.95 577.33 286.72 288.78 68.31 27.01 43.40
310.03 50.64 80.67 789.98 157.59 97.74 94.08 1160.69 453.94 330.24 188.64 27.37 89.19 233.91 360.20 839.87 543.32 134.59 45.45 77.49 113.26 153.55 94.16 34.26 44.85 66.65 152.27 141.98 102.07 395.06 300.98 71.93 112.47 915.38 246.35 216.30 497.85 297.00 206.64 86.78 166.58 504.49 158.66 462.88 349.84 580.45 288.37 286.14 67.92 27.06 43.67
309.18 50.39 80.69 796.78 158.09 98.05 94.00 1179.27 452.55 331.99 188.16 26.43 88.80 230.19 358.77 845.05 543.95 133.74 45.14 76.84 114.20 154.02 94.91 34.59 45.40 66.10 150.41 139.70 102.70 389.33 296.04 71.17 112.75 910.94 241.67 219.73 495.38 298.22 206.59 86.62 168.80 514.24 155.93 457.31 349.28 578.81 289.42 291.59 68.91 25.87 41.44
307.69 50.29 81.14 789.65 155.97 97.80 94.01 1166.23 455.27 327.97 188.89 26.27 87.61 232.83 363.66 843.63 539.17 133.02 44.66 77.12 114.26 154.91 95.23 34.41 45.33 66.79 152.54 140.79 103.24 386.81 296.32 68.91 112.53 914.80 239.89 221.82 486.71 301.74 206.57 85.98 169.27 511.07 155.33 461.51 352.42 579.84 293.87 284.24 68.99 26.16 41.40
304.03 49.84 79.73 776.51 155.65 96.70 93.79 1165.00 456.41 323.82 189.69 25.68 86.40 231.24 369.92 845.72 536.19 134.27 44.54 76.93 114.02 153.74 93.75 33.97 45.04 66.12 150.69 138.84 102.90 383.79 294.40 69.09 111.89 914.80 237.59 225.32 502.12 302.56 207.43 86.25 168.57 514.02 156.00 460.75 351.36 576.44 289.46 288.63 70.33 26.25 41.32
305.53 49.79 79.89 779.96 156.27 95.92 94.02 1167.43 461.32 324.44 191.08 25.24 87.50 230.69 367.69 855.35 534.68 133.31 44.68 76.74 112.91 151.64 91.95 33.13 44.52 66.37 150.58 144.71 101.77 377.69 293.81 68.06 110.99 942.89 234.67 216.00 500.36 299.35 201.88 85.28 162.18 507.76 152.88 456.22 347.04 564.55 288.23 296.96 69.96 26.10 40.83
300.89 48.65 77.62 764.36 151.86 93.93 91.96 1132.36 459.89 316.26 190.72 24.78 85.99 230.50 354.50 833.49 524.80 132.57 43.96 77.90 110.73 148.90 87.64 31.72 42.15 67.04 149.69 150.08 101.84 375.75 297.01 65.22 109.19 930.01 232.22 210.73 491.30 291.49 198.59 82.87 157.70 505.05 148.75 446.35 343.65 557.48 277.82 292.96 67.94 25.87 39.85
307.97 48.86 78.92 786.78 155.13 96.10 93.49 1155.12 453.49 323.12 190.90 24.73 85.70 230.30 358.66 819.40 524.58 131.38 43.54 78.44 112.24 151.94 88.78 32.27 42.42 66.80 147.49 148.89 102.12 379.37 300.11 67.38 110.27 935.56 234.48 215.56 504.76 297.53 200.57 83.18 158.85 503.83 151.10 439.11 343.30 559.24 277.22 308.01 67.46 25.59 39.75
302.08 50.09 84.56 770.76 155.34 99.84 93.39 1194.26 460.44 332.85 190.85 24.52 84.70 229.13 359.93 812.35 525.83 133.27 43.80 79.66 112.29 152.39 88.17 32.57 42.28 67.51 149.16 151.54 107.21 387.72 304.56 67.64 111.17 946.51 240.75 214.30 527.47 300.08 206.20 84.05 159.40 505.18 152.53 447.95 348.38 567.92 276.15 299.00 68.66 26.13 40.55
305.69 52.28 86.46 767.93 162.65 99.78 94.33 1202.59 456.84 330.66 191.17 24.39 84.11 226.22 361.15 826.57 527.87 129.45 43.61 80.67 111.61 152.11 87.74 32.57 41.88 67.08 147.42 151.16 109.03 388.30 305.25 68.46 111.71 954.99 241.53 214.00 534.05 300.12 200.17 84.09 157.00 499.41 153.47 448.46 345.69 562.81 280.75 303.62 69.52 26.07 40.38
298.54 50.44 84.00 758.09 160.02 96.26 93.41 1171.36 446.59 323.12 192.12 24.23 83.92 226.87 356.67 819.38 536.78 127.63 43.39 81.37 110.64 151.71 86.91 32.92 41.04 67.59 149.60 152.67 106.47 387.39 305.33 66.84 109.88 925.62 243.10 211.89 540.96 299.84 200.83 85.64 157.05 493.25 151.41 457.16 335.40 549.88 275.97 313.00 69.09 26.20 40.36
297.56 51.28 83.28 750.77 158.67 97.07 94.14 1161.16 447.67 346.62 193.22 24.51 84.79 229.57 356.60 802.83 538.92 128.54 43.63 82.52 112.24 153.08 86.48 32.63 40.90 68.44 151.40 153.71 107.73 391.90 308.09 67.37 110.67 936.33 244.70 212.94 527.08 300.14 200.62 86.41 157.95 495.15 152.64 458.50 341.89 560.97 281.28 291.31 70.13 26.34 40.55
302.36 52.04 86.02 763.32 161.97 99.30 94.95 1160.00 451.84 349.48 193.72 24.69 86.32 232.06 364.48 808.96 543.84 129.51 43.59 82.48 112.70 154.48 87.06 33.43 41.03 68.44 151.96 153.64 107.05 388.89 307.77 67.62 111.96 936.11 242.27 216.82 531.18 302.68 203.65 86.91 160.71 505.90 154.78 462.44 344.41 566.36 283.65 277.18 70.65 26.10 40.80
297.09 51.52 84.76 758.98 159.23 98.25 95.09 1130.00 457.70 355.22 191.88 24.85 87.62 231.39 365.37 799.57 557.99 127.54 44.54 83.04 112.71 153.79 86.41 33.52 40.91 71.22 151.62 153.18 106.22 390.90 307.48 68.36 114.30 937.50 245.27 217.26 524.65 306.63 206.67 88.06 173.04 489.50 166.64 459.82 347.21 572.03 282.05 275.15 70.72 26.05 40.30
294.11 51.10 83.88 744.60 158.12 96.30 94.31 1129.68 453.87 352.00 192.94 24.72 87.61 228.68 361.49 812.43 567.20 127.95 44.39 82.01 114.71 155.57 87.41 34.90 41.73 70.81 152.20 153.03 107.14 388.97 310.11 69.08 113.08 944.68 243.53 216.59 513.91 297.89 204.23 87.08 177.98 487.14 167.23 462.36 345.36 571.36 287.51 272.66 70.66 25.55 39.80
294.54 51.76 84.46 750.78 159.31 96.69 94.60 1125.00 456.67 354.93 192.47 24.67 87.18 228.25 360.45 821.04 571.91 126.34 43.83 81.07 115.98 156.56 90.08 36.01 42.88 69.94 152.21 151.51 106.86 385.03 306.97 69.68 113.03 942.05 243.87 217.77 520.50 306.39 218.13 87.03 179.44 488.05 171.60 469.42 345.96 573.77 285.00 280.07 70.27 24.62 38.40
300.44 52.57 86.41 783.88 163.86 98.78 94.42 1136.63 463.06 357.56 190.40 24.76 87.49 227.99 362.50 825.45 572.50 126.85 43.83 81.93 115.39 155.56 88.03 35.83 42.57 69.71 152.49 151.55 106.17 386.68 305.79 69.11 111.68 932.14 242.71 221.35 522.73 303.87 213.65 87.22 178.65 485.41 168.50 472.76 347.38 573.67 307.46 283.33 70.63 25.14 38.82
304.15 53.02 87.01 789.99 166.02 100.99 94.84 1131.31 469.86 361.67 190.30 24.77 88.00 228.03 365.98 826.41 563.78 127.18 43.39 82.45 115.94 155.28 88.69 36.16 42.30 70.06 151.74 152.63 104.47 385.27 310.00 68.59 112.34 929.85 243.65 223.00 527.07 312.84 212.59 89.22 179.24 486.91 168.40 478.10 347.82 572.36 313.09 281.40 71.39 25.53 39.23
305.36 52.87 86.90 792.09 165.21 101.39 93.85 1124.95 467.06 361.03 186.93 24.50 87.03 227.54 367.84 820.10 557.63 126.61 42.82 82.20 115.03 154.13 86.79 35.86 40.83 70.16 151.37 150.12 103.17 385.75 306.40 67.43 111.65 924.16 244.07 223.33 524.47 309.79 211.94 96.36 178.67 485.77 166.83 468.19 346.90 565.93 312.57 280.83 72.62 25.70 39.32
